StudentId,ClubId,Score
4CCC49B1-EDEE-481D-011F-08D8989E9B88,6C9CC020-5E7A-44D0-3A91-08D89C14F3DD,1
55E85C86-99EA-4C8C-0125-08D8989E9B88,11BA46CB-3B4A-4C75-3A93-08D89C14F3DD,1
055684E8-DB0B-4CA8-0128-08D8989E9B88,11BA46CB-3B4A-4C75-3A93-08D89C14F3DD,1
055684E8-DB0B-4CA8-0128-08D8989E9B88,ADF12C92-9F6E-4481-3A96-08D89C14F3DD,1
055684E8-DB0B-4CA8-0128-08D8989E9B88,A40C991A-283A-4C1B-3A98-08D89C14F3DD,1
9A1103A8-C828-4943-0129-08D8989E9B88,C1AB4166-4791-42B1-3A95-08D89C14F3DD,1
F8DD7526-D8B2-4D5A-012A-08D8989E9B88,2246C4D1-F974-49A3-3A99-08D89C14F3DD,1
6A3BA311-C836-4A80-012E-08D8989E9B88,1CB32F5A-51A2-4689-3A97-08D89C14F3DD,1
C9B13D12-CAD9-4C8C-012F-08D8989E9B88,ADF12C92-9F6E-4481-3A96-08D89C14F3DD,1
FFF842B0-20AF-47C9-0130-08D8989E9B88,2246C4D1-F974-49A3-3A99-08D89C14F3DD,1
1D8213AB-079E-43BB-0131-08D8989E9B88,ADF12C92-9F6E-4481-3A96-08D89C14F3DD,1
1B8E121E-9F58-4E2A-0132-08D8989E9B88,29E598F3-3AF5-4512-3A90-08D89C14F3DD,1
FA67ECC5-8489-455F-0134-08D8989E9B88,6C9CC020-5E7A-44D0-3A91-08D89C14F3DD,1
FA67ECC5-8489-455F-0134-08D8989E9B88,2189F9FA-CF94-4489-3A92-08D89C14F3DD,1
2FD33549-A895-44A2-0135-08D8989E9B88,2189F9FA-CF94-4489-3A92-08D89C14F3DD,1
DE617617-3E20-4C42-0137-08D8989E9B88,11BA46CB-3B4A-4C75-3A93-08D89C14F3DD,1
DE617617-3E20-4C42-0137-08D8989E9B88,ADF12C92-9F6E-4481-3A96-08D89C14F3DD,1
DE617617-3E20-4C42-0137-08D8989E9B88,1CB32F5A-51A2-4689-3A97-08D89C14F3DD,1
DE617617-3E20-4C42-0137-08D8989E9B88,A40C991A-283A-4C1B-3A98-08D89C14F3DD,1
0038E12B-A7D5-4B00-0138-08D8989E9B88,38FB45AC-290C-4E84-3A9D-08D89C14F3DD,1
12383177-9C11-483E-013C-08D8989E9B88,74476534-FB72-4B4E-3A9E-08D89C14F3DD,1
BF7EAA3F-99B6-4171-013D-08D8989E9B88,1CB32F5A-51A2-4689-3A97-08D89C14F3DD,1
BF7EAA3F-99B6-4171-013D-08D8989E9B88,A40C991A-283A-4C1B-3A98-08D89C14F3DD,1
D4AD5AB8-3BF0-42A6-013E-08D8989E9B88,1CB32F5A-51A2-4689-3A97-08D89C14F3DD,1
1639368D-4B95-4133-0140-08D8989E9B88,DDE3248B-AF96-4A82-3A9B-08D89C14F3DD,1
A9F26748-DF92-44FC-0142-08D8989E9B88,1CB32F5A-51A2-4689-3A97-08D89C14F3DD,1
A9F26748-DF92-44FC-0142-08D8989E9B88,A40C991A-283A-4C1B-3A98-08D89C14F3DD,1
4D485693-A93A-42AF-0143-08D8989E9B88,5782D13A-FA86-4774-3A8F-08D89C14F3DD,1
603AB0B1-2439-43EC-0144-08D8989E9B88,5782D13A-FA86-4774-3A8F-08D89C14F3DD,1
603AB0B1-2439-43EC-0144-08D8989E9B88,2189F9FA-CF94-4489-3A92-08D89C14F3DD,1
1C2230EE-C1CC-48F3-0146-08D8989E9B88,04E0DA86-B3C6-46C5-3A9A-08D89C14F3DD,1
0B3DD49B-A08B-41E0-0149-08D8989E9B88,1CB32F5A-51A2-4689-3A97-08D89C14F3DD,1
59523DD8-3B8D-4372-014C-08D8989E9B88,5782D13A-FA86-4774-3A8F-08D89C14F3DD,1
59523DD8-3B8D-4372-014C-08D8989E9B88,2189F9FA-CF94-4489-3A92-08D89C14F3DD,1
B24D71EA-A5E2-4BA7-014D-08D8989E9B88,A40C991A-283A-4C1B-3A98-08D89C14F3DD,1
B24D71EA-A5E2-4BA7-014D-08D8989E9B88,38FB45AC-290C-4E84-3A9D-08D89C14F3DD,1
B24D71EA-A5E2-4BA7-014D-08D8989E9B88,74476534-FB72-4B4E-3A9E-08D89C14F3DD,1
35349CED-7645-4BF4-014E-08D8989E9B88,2189F9FA-CF94-4489-3A92-08D89C14F3DD,1
E048EDA9-C3CE-420F-0152-08D8989E9B88,DDE3248B-AF96-4A82-3A9B-08D89C14F3DD,1
E048EDA9-C3CE-420F-0152-08D8989E9B88,F1078771-DC62-4CAB-3A9C-08D89C14F3DD,1
D69BCAB8-F3AA-4050-0153-08D8989E9B88,5782D13A-FA86-4774-3A8F-08D89C14F3DD,1
D69BCAB8-F3AA-4050-0153-08D8989E9B88,2189F9FA-CF94-4489-3A92-08D89C14F3DD,1
A00D9220-484C-4325-0154-08D8989E9B88,1CB32F5A-51A2-4689-3A97-08D89C14F3DD,1
9E2BB89C-68E4-4796-0158-08D8989E9B88,2189F9FA-CF94-4489-3A92-08D89C14F3DD,1
16E817BF-DF7F-4CDF-0159-08D8989E9B88,11BA46CB-3B4A-4C75-3A93-08D89C14F3DD,1
16E817BF-DF7F-4CDF-0159-08D8989E9B88,ADF12C92-9F6E-4481-3A96-08D89C14F3DD,1
16E817BF-DF7F-4CDF-0159-08D8989E9B88,1CB32F5A-51A2-4689-3A97-08D89C14F3DD,1
16E817BF-DF7F-4CDF-0159-08D8989E9B88,A40C991A-283A-4C1B-3A98-08D89C14F3DD,1
FD127128-85D0-478B-015B-08D8989E9B88,11BA46CB-3B4A-4C75-3A93-08D89C14F3DD,1
FD127128-85D0-478B-015B-08D8989E9B88,ADF12C92-9F6E-4481-3A96-08D89C14F3DD,1
FD127128-85D0-478B-015B-08D8989E9B88,1CB32F5A-51A2-4689-3A97-08D89C14F3DD,1
FD127128-85D0-478B-015B-08D8989E9B88,A40C991A-283A-4C1B-3A98-08D89C14F3DD,1
0D9969E3-5243-420A-015C-08D8989E9B88,ADF12C92-9F6E-4481-3A96-08D89C14F3DD,1
0D9969E3-5243-420A-015C-08D8989E9B88,74476534-FB72-4B4E-3A9E-08D89C14F3DD,1
393EFD61-0051-4E0E-015D-08D8989E9B88,1CB32F5A-51A2-4689-3A97-08D89C14F3DD,1
393EFD61-0051-4E0E-015D-08D8989E9B88,A40C991A-283A-4C1B-3A98-08D89C14F3DD,1
3CA17F2D-A380-4A54-015E-08D8989E9B88,ADF12C92-9F6E-4481-3A96-08D89C14F3DD,1
44DB1842-C3FB-4255-0160-08D8989E9B88,ADF12C92-9F6E-4481-3A96-08D89C14F3DD,1
44DB1842-C3FB-4255-0160-08D8989E9B88,74476534-FB72-4B4E-3A9E-08D89C14F3DD,1
89DA183C-3FB9-4D58-0161-08D8989E9B88,2246C4D1-F974-49A3-3A99-08D89C14F3DD,1
23D2A31D-3FBF-4F55-0162-08D8989E9B88,7C0A58C1-30CA-4FB3-3A94-08D89C14F3DD,1
2E4FB4F2-0C69-4F9A-0163-08D8989E9B88,6C9CC020-5E7A-44D0-3A91-08D89C14F3DD,1
2E4FB4F2-0C69-4F9A-0163-08D8989E9B88,2189F9FA-CF94-4489-3A92-08D89C14F3DD,1
FB3A5B59-C8E3-4FF3-0164-08D8989E9B88,1CB32F5A-51A2-4689-3A97-08D89C14F3DD,1
B3CA4FC7-5865-4F97-0165-08D8989E9B88,5782D13A-FA86-4774-3A8F-08D89C14F3DD,1
B3CA4FC7-5865-4F97-0165-08D8989E9B88,29E598F3-3AF5-4512-3A90-08D89C14F3DD,1
B3CA4FC7-5865-4F97-0165-08D8989E9B88,2189F9FA-CF94-4489-3A92-08D89C14F3DD,1
3061C325-B673-40B2-0168-08D8989E9B88,5782D13A-FA86-4774-3A8F-08D89C14F3DD,1
3061C325-B673-40B2-0168-08D8989E9B88,29E598F3-3AF5-4512-3A90-08D89C14F3DD,1
3061C325-B673-40B2-0168-08D8989E9B88,2189F9FA-CF94-4489-3A92-08D89C14F3DD,1
6711E0D7-A9EF-4C33-016B-08D8989E9B88,11BA46CB-3B4A-4C75-3A93-08D89C14F3DD,1
6711E0D7-A9EF-4C33-016B-08D8989E9B88,ADF12C92-9F6E-4481-3A96-08D89C14F3DD,1
6711E0D7-A9EF-4C33-016B-08D8989E9B88,1CB32F5A-51A2-4689-3A97-08D89C14F3DD,1
6711E0D7-A9EF-4C33-016B-08D8989E9B88,A40C991A-283A-4C1B-3A98-08D89C14F3DD,1
A58D88FA-CE3C-4289-016C-08D8989E9B88,5782D13A-FA86-4774-3A8F-08D89C14F3DD,1
